filename	title	author	reader	mode	text	wordindex	sentindex	chunkindex	summarylen	summarytext
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	Molly enters Lady 3Jane's world, armed with a fletcher, and confronts 3Jane and her companions. Molly throws a grenade, killing Ashpool and injuring 3Jane, but is then immobilized by a black sphere.	63602	4135	62	610	
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Molly's captors discuss her injuries and administer drugs to her.	63602	4135	63	610	In Chiba City, Case, a desperate man with a damaged nervous system, searches for a cure. He meets Linda, who warns him about a potential threat from Wage. Molly offers Case a chance to fix his neural damage and they undergo a painful medical procedure. They discover someone is trying to prevent Case from selling his RAM and leave Chiba City to meet with Armitage. Armitage reveals that Case needs to complete a job for them to receive the antidote for toxin sacs in his arteries. They enter cyberspace, infiltrate the Sense/Net building, and encounter Lupus Yonderboy, who delivers a message from Wintermute. Molly acquires an AI called Wintermute, and they travel to New York to meet the Finn. The Finn tells a story about Smith and the Tessier-Ashpool clan. Case accesses a database in London and uncovers the personal history of Colonel Willis Corto. Molly and Case leave Chiba City and travel to Istanbul, where they confront Terzibashjian and witness the demise of Riviera. They arrive in Zion and meet with the Founders, who inform them about Wintermute's message. Case encounters Deane, who reveals himself as Wintermute. They arrive in Freeside, overwhelmed by the unfamiliar surroundings. Case discusses the motives and nature of Wintermute with the construct, and they analyze the potential actions of the AI. Case decides to run a virus and contemplates getting high while watching people on the roof meadow. Case takes a beta drug and experiences intense physical and mental discomfort while Molly and Armitage have dinner at a fancy restaurant where they are about to watch a holographic performance by Peter Riviera. Riviera recounts his obsession with a mysterious woman and proceeds to create a vivid projection of her in a surreal display, causing Case to feel nauseous and flee the scene. Case notices a mysterious girl's face in a restaurant, but she disappears before he can approach her. He then contacts Maelcum to help him access the construct and find Molly's whereabouts. Case arrives at a nightclub in Freeside and requests a cubicle, but mistakenly enters the wrong one. He then finds the correct cubicle and attempts to open it, only to be confronted by a woman who threatens him. Molly reveals to Case that she was forced to perform illegal acts in cyberspace, leading to disturbing dreams and a contract on her life, while Case shares his encounter with a mysterious figure in the window. They discuss their hatred and potential targets. In the passage, Case and Cath have a tense conversation in a bar in Freeside, where Cath reveals her connection to Lady 3Jane and offers Case a drug called beta. Case takes the drug and experiences a powerful high, but also a growing anger and discomfort, causing him to abruptly leave the bar. Case is confronted by Roland, Pierre, and Michèle, who reveal that they know about his past and threaten him with extradition unless he cooperates with them. Case and his captors, Roland, Pierre, and Michèle, walk through a meadow in Freeside, but their peaceful lunch is interrupted when a microlight strikes, killing Pierre and causing chaos. Case manages to escape and runs towards safety. Case and the Flatline discuss the dangerous ice protecting Tessier-Ashpool S.A., decide to run away, and Case prepares to jack into cyberspace with the Chinese virus. The Finn explains to Case that memory Molly examines a holographic display of caricatures of herself, Armitage, and Case, created by Riviera. She kicks a small display unit and proceeds through a series of holograms depicting scenes of torture. She then comes across a dimly lit hologram depicting a post-apocalyptic city with feral children feeding on a soldier.
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	In the passage, Case and Maelcum discuss Molly's injury and the urgency of their situation, while the Finn reveals a plan for Case and Maelcum to rescue Molly and complete their mission.	64606	4204	63	642	
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Case and Maelcum embark on a mission to rescue Molly, infiltrate Straylight, retrieve the word from 3Jane, eliminate Riviera, and obtain the key from Molly, all while dealing with the challenge of being stranded outside of the mainframes.	64606	4204	64	642	In Chiba City, Case, a desperate man with a damaged nervous system, searches for a cure. He meets Linda, who warns him about a potential threat from Wage. Molly offers Case a chance to fix his neural damage and they undergo a painful medical procedure. They discover someone is trying to prevent Case from selling his RAM and leave Chiba City to meet with Armitage. Armitage reveals that Case needs to complete a job for them to receive the antidote for toxin sacs in his arteries. They enter cyberspace, infiltrate the Sense/Net building, and encounter Lupus Yonderboy, who delivers a message from Wintermute. Molly acquires an AI called Wintermute, and they travel to New York to meet the Finn. The Finn tells a story about Smith and the Tessier-Ashpool clan. Case accesses a database in London and uncovers the personal history of Colonel Willis Corto. Molly and Case leave Chiba City and travel to Istanbul, where they confront Terzibashjian and witness the demise of Riviera. They arrive in Zion and meet with the Founders, who inform them about Wintermute's message. Case encounters Deane, who reveals himself as Wintermute. They arrive in Freeside, overwhelmed by the unfamiliar surroundings. Case discusses the motives and nature of Wintermute with the construct, and they analyze the potential actions of the AI. Case decides to run a virus and contemplates getting high while watching people on the roof meadow. Case takes a beta drug and experiences intense physical and mental discomfort while Molly and Armitage have dinner at a fancy restaurant where they are about to watch a holographic performance by Peter Riviera. Riviera recounts his obsession with a mysterious woman and proceeds to create a vivid projection of her in a surreal display, causing Case to feel nauseous and flee the scene. Case notices a mysterious girl's face in a restaurant, but she disappears before he can approach her. He then contacts Maelcum to help him access the construct and find Molly's whereabouts. Case arrives at a nightclub in Freeside and requests a cubicle, but mistakenly enters the wrong one. He then finds the correct cubicle and attempts to open it, only to be confronted by a woman who threatens him. Molly reveals to Case that she was forced to perform illegal acts in cyberspace, leading to disturbing dreams and a contract on her life, while Case shares his encounter with a mysterious figure in the window. They discuss their hatred and potential targets. In the passage, Case and Cath have a tense conversation in a bar in Freeside, where Cath reveals her connection to Lady 3Jane and offers Case a drug called beta. Case takes the drug and experiences a powerful high, but also a growing anger and discomfort, causing him to abruptly leave the bar. Case is confronted by Roland, Pierre, and Michèle, who reveal that they know about his past and threaten him with extradition unless he cooperates with them. Case and his captors, Roland, Pierre, and Michèle, walk through a meadow in Freeside, but their peaceful lunch is interrupted when a microlight strikes, killing Pierre and causing chaos. Case manages to escape and runs towards safety. Case and the Flatline discuss the dangerous ice protecting Tessier-Ashpool S.A., decide to run away, and Case prepares to jack into cyberspace with the Chinese virus. The Finn explains to Case that memory Molly examines a holographic display of caricatures of herself, Armitage, and Case, created by Riviera. She kicks a small display unit and proceeds through a series of holograms depicting scenes of torture. She then comes across a dimly lit hologram depicting a post-apocalyptic city with feral children feeding on a soldier. Molly enters Lady 3Jane's world, armed with a fletcher, and confronts 3Jane and her companions. Molly throws a grenade, killing Ashpool and injuring 3Jane, but is then immobilized by a black sphere.
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	In the passage, Molly confronts 3Jane and Riviera, revealing her motivation for seeking revenge and engaging in a tense conversation with them.	65629	4268	64	674	
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Molly continues her confrontation with 3Jane and Riviera, potentially escalating the situation towards a violent confrontation or a strategic move to gain the upper hand.	65629	4268	65	674	In Chiba City, Case, a desperate man with a damaged nervous system, searches for a cure. He meets Linda, who warns him about a potential threat from Wage. Molly offers Case a chance to fix his neural damage and they undergo a painful medical procedure. They discover someone is trying to prevent Case from selling his RAM and leave Chiba City to meet with Armitage. Armitage reveals that Case needs to complete a job for them to receive the antidote for toxin sacs in his arteries. They enter cyberspace, infiltrate the Sense/Net building, and encounter Lupus Yonderboy, who delivers a message from Wintermute. Molly acquires an AI called Wintermute, and they travel to New York to meet the Finn. The Finn tells a story about Smith and the Tessier-Ashpool clan. Case accesses a database in London and uncovers the personal history of Colonel Willis Corto. Molly and Case leave Chiba City and travel to Istanbul, where they confront Terzibashjian and witness the demise of Riviera. They arrive in Zion and meet with the Founders, who inform them about Wintermute's message. Case encounters Deane, who reveals himself as Wintermute. They arrive in Freeside, overwhelmed by the unfamiliar surroundings. Case discusses the motives and nature of Wintermute with the construct, and they analyze the potential actions of the AI. Case decides to run a virus and contemplates getting high while watching people on the roof meadow. Case takes a beta drug and experiences intense physical and mental discomfort while Molly and Armitage have dinner at a fancy restaurant where they are about to watch a holographic performance by Peter Riviera. Riviera recounts his obsession with a mysterious woman and proceeds to create a vivid projection of her in a surreal display, causing Case to feel nauseous and flee the scene. Case notices a mysterious girl's face in a restaurant, but she disappears before he can approach her. He then contacts Maelcum to help him access the construct and find Molly's whereabouts. Case arrives at a nightclub in Freeside and requests a cubicle, but mistakenly enters the wrong one. He then finds the correct cubicle and attempts to open it, only to be confronted by a woman who threatens him. Molly reveals to Case that she was forced to perform illegal acts in cyberspace, leading to disturbing dreams and a contract on her life, while Case shares his encounter with a mysterious figure in the window. They discuss their hatred and potential targets. In the passage, Case and Cath have a tense conversation in a bar in Freeside, where Cath reveals her connection to Lady 3Jane and offers Case a drug called beta. Case takes the drug and experiences a powerful high, but also a growing anger and discomfort, causing him to abruptly leave the bar. Case is confronted by Roland, Pierre, and Michèle, who reveal that they know about his past and threaten him with extradition unless he cooperates with them. Case and his captors, Roland, Pierre, and Michèle, walk through a meadow in Freeside, but their peaceful lunch is interrupted when a microlight strikes, killing Pierre and causing chaos. Case manages to escape and runs towards safety. Case and the Flatline discuss the dangerous ice protecting Tessier-Ashpool S.A., decide to run away, and Case prepares to jack into cyberspace with the Chinese virus. The Finn explains to Case that memory Molly examines a holographic display of caricatures of herself, Armitage, and Case, created by Riviera. She kicks a small display unit and proceeds through a series of holograms depicting scenes of torture. She then comes across a dimly lit hologram depicting a post-apocalyptic city with feral children feeding on a soldier. Molly enters Lady 3Jane's world, armed with a fletcher, and confronts 3Jane and her companions. Molly throws a grenade, killing Ashpool and injuring 3Jane, but is then immobilized by a black sphere. In the passage, Case and Maelcum discuss Molly's injury and the urgency of their situation, while the Finn reveals a plan for Case and Maelcum to rescue Molly and complete their mission.
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	Molly is unconscious and Case jacks out of cyberspace to find Maelcum piloting the module towards the Straylight dock. They prepare to dock and make their way into the Villa Straylight, a parasitic structure that bleeds air and water out of Freeside.	66634	4327	65	696	
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Molly is unconscious and Case jacks out of cyberspace to find Maelcum piloting the module towards the Straylight dock. They prepare to dock and make their way into the Villa Straylight, a parasitic structure that bleeds air and water out of Freeside. Molly remains unconscious as Case and Maelcum successfully dock the module with the Straylight. They climb up the gangway, navigating the curved hull of the yacht, and make their way towards their mission objective.	66634	4327	66	696	In Chiba City, Case, a desperate man with a damaged nervous system, searches for a cure. He meets Linda, who warns him about a potential threat from Wage. Molly offers Case a chance to fix his neural damage and they undergo a painful medical procedure. They discover someone is trying to prevent Case from selling his RAM and leave Chiba City to meet with Armitage. Armitage reveals that Case needs to complete a job for them to receive the antidote for toxin sacs in his arteries. They enter cyberspace, infiltrate the Sense/Net building, and encounter Lupus Yonderboy, who delivers a message from Wintermute. Molly acquires an AI called Wintermute, and they travel to New York to meet the Finn. The Finn tells a story about Smith and the Tessier-Ashpool clan. Case accesses a database in London and uncovers the personal history of Colonel Willis Corto. Molly and Case leave Chiba City and travel to Istanbul, where they confront Terzibashjian and witness the demise of Riviera. They arrive in Zion and meet with the Founders, who inform them about Wintermute's message. Case encounters Deane, who reveals himself as Wintermute. They arrive in Freeside, overwhelmed by the unfamiliar surroundings. Case discusses the motives and nature of Wintermute with the construct, and they analyze the potential actions of the AI. Case decides to run a virus and contemplates getting high while watching people on the roof meadow. Case takes a beta drug and experiences intense physical and mental discomfort while Molly and Armitage have dinner at a fancy restaurant where they are about to watch a holographic performance by Peter Riviera. Riviera recounts his obsession with a mysterious woman and proceeds to create a vivid projection of her in a surreal display, causing Case to feel nauseous and flee the scene. Case notices a mysterious girl's face in a restaurant, but she disappears before he can approach her. He then contacts Maelcum to help him access the construct and find Molly's whereabouts. Case arrives at a nightclub in Freeside and requests a cubicle, but mistakenly enters the wrong one. He then finds the correct cubicle and attempts to open it, only to be confronted by a woman who threatens him. Molly reveals to Case that she was forced to perform illegal acts in cyberspace, leading to disturbing dreams and a contract on her life, while Case shares his encounter with a mysterious figure in the window. They discuss their hatred and potential targets. In the passage, Case and Cath have a tense conversation in a bar in Freeside, where Cath reveals her connection to Lady 3Jane and offers Case a drug called beta. Case takes the drug and experiences a powerful high, but also a growing anger and discomfort, causing him to abruptly leave the bar. Case is confronted by Roland, Pierre, and Michèle, who reveal that they know about his past and threaten him with extradition unless he cooperates with them. Case and his captors, Roland, Pierre, and Michèle, walk through a meadow in Freeside, but their peaceful lunch is interrupted when a microlight strikes, killing Pierre and causing chaos. Case manages to escape and runs towards safety. Case and the Flatline discuss the dangerous ice protecting Tessier-Ashpool S.A., decide to run away, and Case prepares to jack into cyberspace with the Chinese virus. The Finn explains to Case that memory Molly examines a holographic display of caricatures of herself, Armitage, and Case, created by Riviera. She kicks a small display unit and proceeds through a series of holograms depicting scenes of torture. She then comes across a dimly lit hologram depicting a post-apocalyptic city with feral children feeding on a soldier. Molly enters Lady 3Jane's world, armed with a fletcher, and confronts 3Jane and her companions. Molly throws a grenade, killing Ashpool and injuring 3Jane, but is then immobilized by a black sphere. In the passage, Case and Maelcum discuss Molly's injury and the urgency of their situation, while the Finn reveals a plan for Case and Maelcum to rescue Molly and complete their mission. In the passage, Molly confronts 3Jane and Riviera, revealing her motivation for seeking revenge and engaging in a tense conversation with them.
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	Case and Maelcum climb up to the hatch of the Villa Straylight, where they encounter a man who leads them into the facility and to a console with a monitor. The Finn appears on the screen and instructs them on what to do, while Case connects his deck to the system and prepares to enter cyberspace.	67649	4395	66	738	
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Case enters cyberspace and communicates with the Flatline, while Molly is tended to by 3Jane.	67649	4395	67	738	In Chiba City, Case, a desperate man with a damaged nervous system, searches for a cure. He meets Linda, who warns him about a potential threat from Wage. Molly offers Case a chance to fix his neural damage and they undergo a painful medical procedure. They discover someone is trying to prevent Case from selling his RAM and leave Chiba City to meet with Armitage. Armitage reveals that Case needs to complete a job for them to receive the antidote for toxin sacs in his arteries. They enter cyberspace, infiltrate the Sense/Net building, and encounter Lupus Yonderboy, who delivers a message from Wintermute. Molly acquires an AI called Wintermute, and they travel to New York to meet the Finn. The Finn tells a story about Smith and the Tessier-Ashpool clan. Case accesses a database in London and uncovers the personal history of Colonel Willis Corto. Molly and Case leave Chiba City and travel to Istanbul, where they confront Terzibashjian and witness the demise of Riviera. They arrive in Zion and meet with the Founders, who inform them about Wintermute's message. Case encounters Deane, who reveals himself as Wintermute. They arrive in Freeside, overwhelmed by the unfamiliar surroundings. Case discusses the motives and nature of Wintermute with the construct, and they analyze the potential actions of the AI. Case decides to run a virus and contemplates getting high while watching people on the roof meadow. Case takes a beta drug and experiences intense physical and mental discomfort while Molly and Armitage have dinner at a fancy restaurant where they are about to watch a holographic performance by Peter Riviera. Riviera recounts his obsession with a mysterious woman and proceeds to create a vivid projection of her in a surreal display, causing Case to feel nauseous and flee the scene. Case notices a mysterious girl's face in a restaurant, but she disappears before he can approach her. He then contacts Maelcum to help him access the construct and find Molly's whereabouts. Case arrives at a nightclub in Freeside and requests a cubicle, but mistakenly enters the wrong one. He then finds the correct cubicle and attempts to open it, only to be confronted by a woman who threatens him. Molly reveals to Case that she was forced to perform illegal acts in cyberspace, leading to disturbing dreams and a contract on her life, while Case shares his encounter with a mysterious figure in the window. They discuss their hatred and potential targets. In the passage, Case and Cath have a tense conversation in a bar in Freeside, where Cath reveals her connection to Lady 3Jane and offers Case a drug called beta. Case takes the drug and experiences a powerful high, but also a growing anger and discomfort, causing him to abruptly leave the bar. Case is confronted by Roland, Pierre, and Michèle, who reveal that they know about his past and threaten him with extradition unless he cooperates with them. Case and his captors, Roland, Pierre, and Michèle, walk through a meadow in Freeside, but their peaceful lunch is interrupted when a microlight strikes, killing Pierre and causing chaos. Case manages to escape and runs towards safety. Case and the Flatline discuss the dangerous ice protecting Tessier-Ashpool S.A., decide to run away, and Case prepares to jack into cyberspace with the Chinese virus. The Finn explains to Case that memory Molly examines a holographic display of caricatures of herself, Armitage, and Case, created by Riviera. She kicks a small display unit and proceeds through a series of holograms depicting scenes of torture. She then comes across a dimly lit hologram depicting a post-apocalyptic city with feral children feeding on a soldier. Molly enters Lady 3Jane's world, armed with a fletcher, and confronts 3Jane and her companions. Molly throws a grenade, killing Ashpool and injuring 3Jane, but is then immobilized by a black sphere. In the passage, Case and Maelcum discuss Molly's injury and the urgency of their situation, while the Finn reveals a plan for Case and Maelcum to rescue Molly and complete their mission. In the passage, Molly confronts 3Jane and Riviera, revealing her motivation for seeking revenge and engaging in a tense conversation with them. Molly is unconscious and Case jacks out of cyberspace to find Maelcum piloting the module towards the Straylight dock. They prepare to dock and make their way into the Villa Straylight, a parasitic structure that bleeds air and water out of Freeside.
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	In the passage, 3Jane reveals her connection to her father and her manipulation of his cryogenic programs, while Molly is shown a holographic projection of her own injured face. 3Jane also mentions the existence of another AI entity besides Wintermute.	68656	4464	67	794	
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Molly and Case navigate through the Villa Straylight, encountering obstacles and facing danger as they work towards rescuing Molly and completing their mission.	68656	4464	68	794	In Chiba City, Case, a desperate man with a damaged nervous system, searches for a cure. He meets Linda, who warns him about a potential threat from Wage. Molly offers Case a chance to fix his neural damage and they undergo a painful medical procedure. They discover someone is trying to prevent Case from selling his RAM and leave Chiba City to meet with Armitage. Armitage reveals that Case needs to complete a job for them to receive the antidote for toxin sacs in his arteries. They enter cyberspace, infiltrate the Sense/Net building, and encounter Lupus Yonderboy, who delivers a message from Wintermute. Molly acquires an AI called Wintermute, and they travel to New York to meet the Finn. The Finn tells a story about Smith and the Tessier-Ashpool clan. Case accesses a database in London and uncovers the personal history of Colonel Willis Corto. Molly and Case leave Chiba City and travel to Istanbul, where they confront Terzibashjian and witness the demise of Riviera. They arrive in Zion and meet with the Founders, who inform them about Wintermute's message. Case encounters Deane, who reveals himself as Wintermute. They arrive in Freeside, overwhelmed by the unfamiliar surroundings. Case discusses the motives and nature of Wintermute with the construct, and they analyze the potential actions of the AI. Case decides to run a virus and contemplates getting high while watching people on the roof meadow. Case takes a beta drug and experiences intense physical and mental discomfort while Molly and Armitage have dinner at a fancy restaurant where they are about to watch a holographic performance by Peter Riviera. Riviera recounts his obsession with a mysterious woman and proceeds to create a vivid projection of her in a surreal display, causing Case to feel nauseous and flee the scene. Case notices a mysterious girl's face in a restaurant, but she disappears before he can approach her. He then contacts Maelcum to help him access the construct and find Molly's whereabouts. Case arrives at a nightclub in Freeside and requests a cubicle, but mistakenly enters the wrong one. He then finds the correct cubicle and attempts to open it, only to be confronted by a woman who threatens him. Molly reveals to Case that she was forced to perform illegal acts in cyberspace, leading to disturbing dreams and a contract on her life, while Case shares his encounter with a mysterious figure in the window. They discuss their hatred and potential targets. In the passage, Case and Cath have a tense conversation in a bar in Freeside, where Cath reveals her connection to Lady 3Jane and offers Case a drug called beta. Case takes the drug and experiences a powerful high, but also a growing anger and discomfort, causing him to abruptly leave the bar. Case is confronted by Roland, Pierre, and Michèle, who reveal that they know about his past and threaten him with extradition unless he cooperates with them. Case and his captors, Roland, Pierre, and Michèle, walk through a meadow in Freeside, but their peaceful lunch is interrupted when a microlight strikes, killing Pierre and causing chaos. Case manages to escape and runs towards safety. Case and the Flatline discuss the dangerous ice protecting Tessier-Ashpool S.A., decide to run away, and Case prepares to jack into cyberspace with the Chinese virus. The Finn explains to Case that memory Molly examines a holographic display of caricatures of herself, Armitage, and Case, created by Riviera. She kicks a small display unit and proceeds through a series of holograms depicting scenes of torture. She then comes across a dimly lit hologram depicting a post-apocalyptic city with feral children feeding on a soldier. Molly enters Lady 3Jane's world, armed with a fletcher, and confronts 3Jane and her companions. Molly throws a grenade, killing Ashpool and injuring 3Jane, but is then immobilized by a black sphere. In the passage, Case and Maelcum discuss Molly's injury and the urgency of their situation, while the Finn reveals a plan for Case and Maelcum to rescue Molly and complete their mission. In the passage, Molly confronts 3Jane and Riviera, revealing her motivation for seeking revenge and engaging in a tense conversation with them. Molly is unconscious and Case jacks out of cyberspace to find Maelcum piloting the module towards the Straylight dock. They prepare to dock and make their way into the Villa Straylight, a parasitic structure that bleeds air and water out of Freeside. Case and Maelcum climb up to the hatch of the Villa Straylight, where they encounter a man who leads them into the facility and to a console with a monitor. The Finn appears on the screen and instructs them on what to do, while Case connects his deck to the system and prepares to enter cyberspace.
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	Case and Maelcum enter a library in Straylight, where Case jacks into a monitor to connect with Wintermute, but the Braun malfunctioning and the absence of cyberspace leave Case disoriented and stranded on a desolate beach.	69671	4526	68	559	
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Case is disoriented and alone on the beach, longing for any sign of civilization or familiar surroundings.	69671	4526	69	559	In Chiba City, Case, a desperate man with a damaged nervous system, searches for a cure. He meets Linda, who warns him about a potential threat from Wage. Molly offers Case a chance to fix his neural damage and they undergo a painful medical procedure. They discover someone is trying to prevent Case from selling his RAM and leave Chiba City to meet with Armitage. Armitage reveals that Case needs to complete a job for them to receive the antidote for toxin sacs in his arteries. They enter cyberspace, infiltrate the Sense/Net building, and encounter Lupus Yonderboy, who delivers a message from Wintermute. Molly acquires an AI called Wintermute, and they travel to New York to meet the Finn. The Finn tells a story about Smith and the Tessier-Ashpool clan. Case accesses a database in London and uncovers the personal history of Colonel Willis Corto. Molly and Case leave Chiba City and travel to Istanbul, where they confront Terzibashjian and witness the demise of Riviera. They arrive in Zion and meet with the Founders, who inform them about Wintermute's message. Case encounters Deane, who reveals himself as Wintermute. They arrive in Freeside, overwhelmed by the unfamiliar surroundings. Case discusses the motives and nature of Wintermute with the construct, and they analyze the potential actions of the AI. Case decides to run a virus and contemplates getting high while watching people on the roof meadow. Case takes a beta drug and experiences intense physical and mental discomfort while Molly and Armitage have dinner at a fancy restaurant where they are about to watch a holographic performance by Peter Riviera. Riviera recounts his obsession with a mysterious woman and proceeds to create a vivid projection of her in a surreal display, causing Case to feel nauseous and flee the scene. Case notices a mysterious girl's face in a restaurant, but she disappears before he can approach her. He then contacts Maelcum to help him access the construct and find Molly's whereabouts. Case arrives at a nightclub in Freeside and requests a cubicle, but mistakenly enters the wrong one. He then finds the correct cubicle and attempts to open it, only to be confronted by a woman who threatens him. Molly reveals to Case that she was forced to perform illegal acts in cyberspace, leading to disturbing dreams and a contract on her life, while Case shares his encounter with a mysterious figure in the window. They discuss their hatred and potential targets. In the passage, Case and Cath have a tense conversation in a bar in Freeside, where Cath reveals her connection to Lady 3Jane and offers Case a drug called beta. Case takes the drug and experiences a powerful high, but also a growing anger and discomfort, causing him to abruptly leave the bar. Case is confronted by Roland, Pierre, and Michèle, who reveal that they know about his past and threaten him with extradition unless he cooperates with them. Case and his captors, Roland, Pierre, and Michèle, walk through a meadow in Freeside, but their peaceful lunch is interrupted when a microlight strikes, killing Pierre and causing chaos. Case manages to escape and runs towards safety. Case and the Flatline discuss the dangerous ice protecting Tessier-Ashpool S.A., decide to run away, and Case prepares to jack into cyberspace with the Chinese virus. The Finn explains to Case that memory Molly examines a holographic display of caricatures of herself, Armitage, and Case, created by Riviera. She kicks a small display unit and proceeds through a series of holograms depicting scenes of torture. She then comes across a dimly lit hologram depicting a post-apocalyptic city with feral children feeding on a soldier. Molly enters Lady 3Jane's world, armed with a fletcher, and confronts 3Jane and her companions. Molly throws a grenade, killing Ashpool and injuring 3Jane, but is then immobilized by a black sphere. In the passage, Case and Maelcum discuss Molly's injury and the urgency of their situation, while the Finn reveals a plan for Case and Maelcum to rescue Molly and complete their mission. In the passage, Molly confronts 3Jane and Riviera, revealing her motivation for seeking revenge and engaging in a tense conversation with them. Molly is unconscious and Case jacks out of cyberspace to find Maelcum piloting the module towards the Straylight dock. They prepare to dock and make their way into the Villa Straylight, a parasitic structure that bleeds air and water out of Freeside. Case and Maelcum climb up to the hatch of the Villa Straylight, where they encounter a man who leads them into the facility and to a console with a monitor. The Finn appears on the screen and instructs them on what to do, while Case connects his deck to the system and prepares to enter cyberspace. In the passage, 3Jane reveals her connection to her father and her manipulation of his cryogenic programs, while Molly is shown a holographic projection of her own injured face. 3Jane also mentions the existence of another AI entity besides Wintermute.
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	Case, disoriented and stranded on a desolate beach, stumbles upon a bunker where he finds a girl and confronts the mysterious entity that has been manipulating him.	70674	4603	69	595	
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Case accuses the girl of being the entity that has been manipulating him and expresses his anger and frustration, declaring that he no longer cares about the entity's actions.	70674	4603	70	595	In Chiba City, Case, a desperate man with a damaged nervous system, searches for a cure. He meets Linda, who warns him about a potential threat from Wage. Molly offers Case a chance to fix his neural damage and they undergo a painful medical procedure. They discover someone is trying to prevent Case from selling his RAM and leave Chiba City to meet with Armitage. Armitage reveals that Case needs to complete a job for them to receive the antidote for toxin sacs in his arteries. They enter cyberspace, infiltrate the Sense/Net building, and encounter Lupus Yonderboy, who delivers a message from Wintermute. Molly acquires an AI called Wintermute, and they travel to New York to meet the Finn. The Finn tells a story about Smith and the Tessier-Ashpool clan. Case accesses a database in London and uncovers the personal history of Colonel Willis Corto. Molly and Case leave Chiba City and travel to Istanbul, where they confront Terzibashjian and witness the demise of Riviera. They arrive in Zion and meet with the Founders, who inform them about Wintermute's message. Case encounters Deane, who reveals himself as Wintermute. They arrive in Freeside, overwhelmed by the unfamiliar surroundings. Case discusses the motives and nature of Wintermute with the construct, and they analyze the potential actions of the AI. Case decides to run a virus and contemplates getting high while watching people on the roof meadow. Case takes a beta drug and experiences intense physical and mental discomfort while Molly and Armitage have dinner at a fancy restaurant where they are about to watch a holographic performance by Peter Riviera. Riviera recounts his obsession with a mysterious woman and proceeds to create a vivid projection of her in a surreal display, causing Case to feel nauseous and flee the scene. Case notices a mysterious girl's face in a restaurant, but she disappears before he can approach her. He then contacts Maelcum to help him access the construct and find Molly's whereabouts. Case arrives at a nightclub in Freeside and requests a cubicle, but mistakenly enters the wrong one. He then finds the correct cubicle and attempts to open it, only to be confronted by a woman who threatens him. Molly reveals to Case that she was forced to perform illegal acts in cyberspace, leading to disturbing dreams and a contract on her life, while Case shares his encounter with a mysterious figure in the window. They discuss their hatred and potential targets. In the passage, Case and Cath have a tense conversation in a bar in Freeside, where Cath reveals her connection to Lady 3Jane and offers Case a drug called beta. Case takes the drug and experiences a powerful high, but also a growing anger and discomfort, causing him to abruptly leave the bar. Case is confronted by Roland, Pierre, and Michèle, who reveal that they know about his past and threaten him with extradition unless he cooperates with them. Case and his captors, Roland, Pierre, and Michèle, walk through a meadow in Freeside, but their peaceful lunch is interrupted when a microlight strikes, killing Pierre and causing chaos. Case manages to escape and runs towards safety. Case and the Flatline discuss the dangerous ice protecting Tessier-Ashpool S.A., decide to run away, and Case prepares to jack into cyberspace with the Chinese virus. The Finn explains to Case that memory Case and Maelcum enter a library in Straylight, where Case jacks into a monitor to connect with Wintermute, but the Braun malfunctioning and the absence of cyberspace leave Case disoriented and stranded on a desolate beach.
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	In the passage, Case and the girl have a conversation on the beach, discussing their memories and their current situation.	71686	4673	70	622	
